
# Number fields downloaded from the LMFDB on 02 June 2026.
# Search link: https://www.lmfdb.org/NumberField/?degree=4&signature=(4,0)&galois_group=C4&field_is=gal&sort_order=rd
# Query "{'degree': 4, 'galois_label': '4T1', 'r2': 0, 'is_galois': True}" returned 11147 fields, sorted by root discriminant.

# Each entry in the following data list has the form:
#    [Label, Polynomial, Discriminant, Root discriminant, Galois group, Class group]
# For more details, see the definitions at the bottom of the file.



"4.4.14365125.1"	[35701, 424, -424, -1, 1]	14365125	61.5640741168	"4T1"	[2]
"4.4.14526784.1"	[2196, 0, -122, 0, 1]	14526784	61.7365519109	"4T1"	[]
"4.4.14792000.1"	[36980, 0, -430, 0, 1]	14792000	62.0164246091	"4T1"	[2]
"4.4.14796800.2"	[14450, 0, -340, 0, 1]	14796800	62.0214550753	"4T1"	[2, 2]
"4.4.15051125.1"	[37411, 434, -434, -1, 1]	15051125	62.2862580427	"4T1"	[5]
"4.4.15135133.1"	[5463, -269, -271, -1, 1]	15135133	62.3729895566	"4T1"	[]
"4.4.15407168.1"	[13328, 0, -238, 0, 1]	15407168	62.6513890954	"4T1"	[2]
"4.4.15501312.1"	[15138, 0, -348, 0, 1]	15501312	62.7468768756	"4T1"	[2]
"4.4.15502032.1"	[5733, 0, -273, 0, 1]	15502032	62.7476054747	"4T1"	[2, 2]
"4.4.15842000.2"	[39605, 0, -445, 0, 1]	15842000	63.0888341939	"4T1"	[2, 2]
"4.4.15962337.1"	[13567, 1, -244, -1, 1]	15962337	63.2083012841	"4T1"	[2]
"4.4.16110125.1"	[40051, 449, -449, -1, 1]	16110125	63.3541002589	"4T1"	[]
"4.4.16222208.2"	[15842, 0, -356, 0, 1]	16222208	63.4640073241	"4T1"	[2]
"4.4.16484816.1"	[2525, 0, -101, 0, 1]	16484816	63.7193043821	"4T1"	[]
"4.4.16629093.1"	[6009, -282, -284, -1, 1]	16629093	63.8582687876	"4T1"	[2, 2]
"4.4.16836125.1"	[41861, 459, -459, -1, 1]	16836125	64.0561061782	"4T1"	[]
"4.4.16959488.2"	[16562, 0, -364, 0, 1]	16959488	64.1731243873	"4T1"	[2]
"4.4.16974593.1"	[256, 16, -96, -1, 1]	16974593	64.187408596	"4T1"	[3]
"4.4.17013568.1"	[6292, 0, -286, 0, 1]	17013568	64.224221748	"4T1"	[2]
"4.4.17205125.1"	[42781, 464, -464, -1, 1]	17205125	64.4042397538	"4T1"	[2]
"4.4.17298000.1"	[43245, 0, -465, 0, 1]	17298000	64.4909795099	"4T1"	[2, 2]
"4.4.17576000.1"	[1040, 0, -130, 0, 1]	17576000	64.74854461	"4T1"	[2, 4]
"4.4.17576000.2"	[4160, 0, -130, 0, 1]	17576000	64.74854461	"4T1"	[2, 4]
"4.4.17624225.2"	[1699, -217, -122, -1, 1]	17624225	64.7929132218	"4T1"	[2, 2]
"4.4.17672000.2"	[44180, 0, -470, 0, 1]	17672000	64.8367781255	"4T1"	[2]
"4.4.17686800.1"	[15300, 0, -255, 0, 1]	17686800	64.8503487896	"4T1"	[2, 2]
"4.4.17713152.2"	[17298, 0, -372, 0, 1]	17713152	64.874490839	"4T1"	[2]
"4.4.17955125.1"	[44651, 474, -474, -1, 1]	17955125	65.0949215943	"4T1"	[]
"4.4.18014117.1"	[47, -434, -152, -1, 1]	18014117	65.1483235813	"4T1"	[]
"4.4.18281273.1"	[15556, 1, -261, -1, 1]	18281273	65.388535186	"4T1"	[2]
"4.4.18285733.1"	[7079, 178, -180, -1, 1]	18285733	65.3925229579	"4T1"	[]
"4.4.18336125.1"	[45601, 479, -479, -1, 1]	18336125	65.4375288112	"4T1"	[]
"4.4.18483200.1"	[18050, 0, -380, 0, 1]	18483200	65.5683553981	"4T1"	[2]
"4.4.18609625.1"	[-324, 414, -99, -1, 1]	18609625	65.6801907577	"4T1"	[2]
"4.4.18609625.2"	[206, 149, -99, -1, 1]	18609625	65.6801907577	"4T1"	[2]
"4.4.18818000.1"	[47045, 0, -485, 0, 1]	18818000	65.8632817004	"4T1"	[2]
"4.4.19110125.1"	[47531, 489, -489, -1, 1]	19110125	66.1174174935	"4T1"	[2]
"4.4.19269632.1"	[18818, 0, -388, 0, 1]	19269632	66.254953759	"4T1"	[2]
"4.4.19827925.1"	[7179, -308, -310, -1, 1]	19827925	66.7297222023	"4T1"	[10]
"4.4.19900125.1"	[49501, 499, -499, -1, 1]	19900125	66.7903856488	"4T1"	[2, 2]
